Judul,Isi,Tanggal,Kategori
Exco PSSI: Liga 2 Pakai VAR dalam 1-2 Tahun ke Depan,"Anggota Komite Eksekutif (Exco) PSSI Arya Sinulingga menyebut terdapat rencana Liga 2 menggunakan Video Assistant Referee (VAR) dalam satu atau dua tahun ke depan.
Hal tersebut disampaikan Arya saat menanggapi hasil survei Indikator Politik Indonesia terhadap sikap publik terkait pemain naturalisasi. Arya menyampaikan, naturalisasi pemain bukan satu-satunya fokus PSSI untuk mengembangkan sepak bola Indonesia.
""Ini evaluasi juga untuk kami karena naturalisasi membuahkan pemain yang baik. Survei ini mewakili masyarakat Indonesia dan sangat baik bagi kami. Tapi naturalisasi bukan satu-satunya hal yang dikerjakan PSSI. Bersamaan dengan itu PSSI juga berupaya untuk memperbaiki kompetisi seperti Liga 1, Liga 2 dan sebagainya,"" kata Arya, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Dalam 1-2 tahun mendatang, kami berencana pakai VAR untuk Liga 2. Ini karena VAR membantu Liga 1 lebih baik. Kita salah satu negara di Asia yang lebih dulu pakai VAR,"" ucap Arya menambahkan.
VAR sudah diterapkan Liga 1 mulai musim 2024/2025. Rencananya, teknologi penunjang wasit itu akan dipakai di kasta tertinggi sepak bola Indonesia hingga 2028 mendatang.
Lebih lanjut, Arya mengatakan tingkat kepuasan masyarakat yang tinggi terhadap kepemimpinan Erick Thohir dalam memimpin PSSI berhulu dari kerja keras selama menakhodai federasi sepak bola Indonesia.

""Terkait kepuasan ini, adalah dampak yang sudah diberikan PSSI selama dua tahun terakhir. Pembinaan usia muda terus dilakukan. Seluruh kelompok umur masuk ke Piala Asia dan kita masuk sembilan negara Asia yang mencapai itu,"" ujar Arya.
""Kami terkejut, karena survei ini mewakili masyarakat Indonesia. Tidak hanya mewakili orang yang suka bola. Jadi ini suka dan tidak suka, tahu dan tidak tahu masuk survei juga,""kata Arya melanjutkan.
Survei dilakukan dalam periode 10-15 Oktober 2024, menempatkan 1.200 responden yang diwawancarai secara tatap muka. Dari temuan lembaga survei Indikator Politik Indonesia, sebanyak 94,5 persen masyarakat menyatakan puas dengan kinerja Erick Thohir sebagai Ketum PSSI.

[Gambas:Video CNN]

","Selasa, 05 Nov 2024 21:15 WIB",Kategori tidak ditemukan
Klasemen Piala AFF Futsal Usai Thailand Gilas Malaysia,"Klasemen Piala AFF Futsal 2024 mengalami perubahan usai Thailand berhasil mengalahkan Malaysia, Selasa (5/11). Berikut klasemen Piala AFF Futsal 2024, Selasa (5/11) malam WIB.
Tim tuan rumah Piala AFF Futsal 2024 Thailand sukses mengalahkan Malaysia 3-1 di Terminal Hall, Nakhon Ratchasima, Selasa (5/11) malam WIB.
Kemenangan ini membuat Thailand berhasil kembali naik ke posisi puncak klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang telah dilakoni. Hasil ini juga memastikan Thailand lolos ke semifinal Piala AFF Futsal 2024.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sebaliknya kekalahan ini membuat Malaysia tertahan di posisi ketiga klasemen Piala AFF Futsal 2024 dengan mengemas tiga poin dari tiga pertandingan yang dilakoni.
Kekalahan ini juga membuat Malaysia dipastikan gagal lolos ke semifinal Piala AFF Futsal 2024 karena sudah tidak memungkinkan untuk menyalip perolehan sembilan angka Thailand dan Vietnam.
Vietnam kini menempati posisi kedua klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang dijalani.



Pada laga Rabu (6/11), Thailand akan menghadapi Vietnam di pertandingan terakhir Grup A. Pemenang laga ini akan finis sebagai juara Grup A.
Sementara pada pertandingan lainnya di Grup B, Timnas Futsal Indonesia memastikan lolos ke semifinal usai mengalahkan Australia 3-1 pada laga lanjutan Grup B, Selasa (5/11) siang WIB.
Kemenangan ini memperkokoh posisi Indonesia di puncak klasemen Grup B dengan mengemas enam poin dari dua pertandingan yang dijalani. Indonesia sudah memastikan lolos ke semifinal Piala AFF Futsal 2024.
Sebaliknya, kekalahan ini membuat Australia turun ke posisi ketiga klasemen Grup B dengan mengemas satu poin dari dua pertandingan yang dilakoni.
Australia wajib memenangkan pertandingan terakhir di Grup B melawan Kamboja untuk menjaga peluang lolos ke semifinal.
Grup A:1. Thailand 9 Poin2. Vietnam 93. Malaysia 34. Timor Leste 35. Brunei 0
Grup B:1. Indonesia 6 Poin2. Myanmar 43. Australia 14. Kamboja 0
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 20:45 WIB",Kategori tidak ditemukan
Akmal Sebut Naturalisasi Adalah Keniscayaan dalam Sepak Bola,"Pengamat sepak bola nasional Akmal Marhali menyebut naturalisasi merupakan keniscayaan atau hal yang pasti dalam sepak bola, termasuk untuk Timnas Indonesia.
Karena itu FIFA membolehkan setiap negara melakukan naturalisasi. Dalam pasal 19 statuta FIFA menjelaskan, syarat melakukan naturalisasi adalah pemain lahir di negara bersangkutan, ayah atau ibu kandungnya lahir di negara terkait, kakek atau neneknya lahir di negara terkait, pemain telah tinggal di negara terkait selama 5 tahun saat usianya mencapai 18 tahun.
""Jadi dari 4 syarat naturalisasi ini, jika ada salah satu syarat tersebut maka FIFA membolehkan proses naturalisasi,"" kata Akmal dalam pemaparan hasil survei lembaga Indikator Politik Indonesia terkait dengan kinerja PSSI, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Menurut Akmal, naturalisasi bukan barang baru dalam sepak bola. Tercatat sudah 108 pemain sepak bola mendapatkan naturalisasi sejak zaman Cristian Gonzalez hingga kini. Angka tersebut belum termasuk pemain yang ada di era 1950-an.
""Jadi pada saat kita bermain Piala Dunia 1938, itu adalah pertama kalinya ada naturalisasi, ada yang berdarah Indonesia asli, ada yang berdarah China, ada yang berdarah Belanda, ada yang keturunan Maluku Belanda,"" ucap Akmal.
Meski begitu, Akmal yang juga koordinator Save Our Soccer mengingatkan, naturalisasi bisa menjadi bom waktu, terutama saat prestasi atau performa Timnas Indonesia menurun.

""Kita ini sebenarnya mengikuti strategi Jepang, dahulu mereka juga melakukan naturalisasi tapi hanya untuk jangka pendek untuk mengangkat performa Tim nasional Jepang. Karena Jepang sebelumnya itu tim yang tidak ada apa-apanya,"" tutur Akmal.
Dalam hasil survei Indikator itu sebanyak 54,5 persen responden tidak mempermasalahkan jumlah pemain naturalisasi. Sementara 31,5 persen responden setuju dengan terlalu banyaknya pemain naturalisasi.
""Dengan lonjakan timnas dalam peringkat FIFA, mayoritas publik memberi apresiasi yang tinggi dengan peningkatan kualitas permainan timnas. [Sebanyak] 80,3 persen mayoritas bilang kualitas timnas saat ini bagus dan sangat bagus. Umumnya mereka merasa level timnas sudah jauh meningkat,"" kata Direktur Indikator, Burhanuddin Muhatadi.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 20:30 WIB",Kategori tidak ditemukan
Hasil Survei: 94 Persen Publik Puas Kinerja Erick Thohir di PSSI,"Hasil survei Indikator Politik Indonesia mengungkap bahwa 94 persen publik puas dengan kinerja Erick Thohir sebagai Ketua Umum PSSI.
Indikator Politik Indonesia mengumumkan hasil survei nasional terkait sikap publik terhadap kepemimpinan Ketua Umum PSSI Erick Thohir dan kebijakan naturalisasi timnas Indonesia pada Selasa (5/11).
Founder dan Peneliti Utama Indikator Politik Indonesia, Burhanuddin Muhtadi menyampaikan survei yang dilakukan pada 10-15 Oktober 2024 menemukan sejumlah hasil menarik. Salah satunya, dihasilkan bahwa sebanyak 94 persen publik puas dengan kinerja Erick Thohir sebagai Ketua Umum PSSI.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Mayoritas responden atau sebesar 59,6 persen tahu Erick Thohir adalah Ketua Umum PSSI. Yang puas dengan kinerja Erick sebagai Ketum PSSI itu tinggi sekali yakni 94,4 persen,"" ujar Burhanuddin dalam rilisnya.
Burhanuddin memerinci 29,6 persen responden mengaku sangat puas dan 64,8 persen cukup puas dengan kepemimpinan Erick di PSSI. Burhanuddin menyebut hanya 4,5 persen responden yang kurang puas dengan kinerja Erick Thohir di PSSI.
""Sayang kita belum pernah melakukan survei Ketum-Ketum PSSI sebelumnya jadi tidak punya perbandingan, tapi kesan saya, approval rating dari Erick di PSSI tampaknya menjadi yang tertinggi,"" ucap Burhanuddin.
Burhanuddin pun mengungkap bahwa mayoritas responden mendukung kebijakan naturalisasi pemain Timnas Indonesia di era Erick Thohir. Burhanuddin menyebut 71,5 persen responden setuju dan sangat setuju dengan langkah Erick menaturalisasi sejumlah pemain keturunan dari berbagai negara untuk membela Timnas Indonesia.
Burhanuddin juga menyampaikan bahwa 54,5 persen responden tidak mempermasalahkan banyaknya jumlah pemain naturalisasi di Timnas Indonesia saat ini. Sementara 31,5 persen responden yang setuju naturalisasi kurang sependapat dengan terlalu banyak pemain naturalisasi.
""Dengan lonjakan timnas dalam peringkat FIFA, mayoritas publik memberi apresiasi yang tinggi dengan peningkatan kualitas permainan timnas. 80,3 persen mayoritas bilang kualitas timnas saat ini bagus dan sangat bagus. Umumnya mereka merasa level timnas sudah jauh meningkat,"" ucap Burhanuddin.



Yang menarik, lanjut Burhanuddin, responden yang setuju dan tidak setuju dengan kebijakan naturalisasi tetap angkat topi atas kinerja Erick di PSSI. Burhanuddin mengatakan 95,2 persen responden yang setuju program naturalisasi puas dengan kepemimpinan Erick dan 93,3 persen responden yang kurang setuju dengan naturalisasi juga puas dengan kinerja Erick.
""Jadi responden yang setuju atau tidak setuju dengan pemain naturalisasi, mereka tetap mengakui Pak Erick kinerjanya oke,"" kata Burhanuddin.
Burhanuddin menyampaikan kebijakan naturalisasi mendorong pada tingkat apresiasi publik yang semakin positif. Burhanuddin mengatakan publik menilai kualitas permainan Timnas Indonesia menjadi semakin baik dengan adanya pemain naturalisasi.
""Dampaknya apresiasi warga terhadap kualitas permainan timnas saat ini membuat semakin tinggi dukungannya terhadap kebijakan naturalisasi,"" kata Burhanuddin.
Burhanuddin menyampaikan survei nasional yang digelar pada 10-15 Oktober 2024 menggunakan metode multistage random sampling dengan jumlah sampel sebanyak 1.200 orang. Burhanuddin menyampaikan survei dengan tatap muka ini memiliki toleransi kesalahan atau margin of eror sekitar 2,9 persen pada tingkat kepercayaan 95 persen.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 20:17 WIB",Kategori tidak ditemukan
Malaysia Gagal Lolos Semifinal Piala AFF Futsal Usai Dihajar Thailand,"Thailand berhasil mengalahkan Malaysia 3-1 dalam pertandingan lanjutan Grup A Piala AFF Futsal 2024. Kemenangan ini membuat Thailand lolos ke semifinal, sedangkan Malaysia gagal melaju ke babak selanjutnya.
Tim tuan rumah Thailand tampil semangat dan percaya diri di depan para pendukungnya yang memadati Terminal Hall, Nakhon Ratchasima, Selasa (5/11) malam WIB.
Di babak pertama Thailand berhasil unggul 2-0 atas Malaysia. Kemudian di babak kedua Thailand mampu menambah satu gol, sedangkan Malaysia mampu mencetak satu gol. Thailand menang 3-1 atas Malaysia.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Kemenangan ini membuat Thailand berhasil kembali naik ke posisi puncak klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang telah dilakoni.
Artinya Thailand berhak lolos ke semifinal bersama Vietnam yang kini berada di posisi kedua klasemen sementara dengan sama-sama mengemas sembilan poin.
Sedangkan kekalahan ini membuat Malaysia tertahan di posisi ketiga klasemen dengan mengemas tiga poin.
Malaysia pun dipastikan sudah tidak memiliki peluang lolos ke semifinal Piala AFF Futsal 2024 karena sudah tidak memungkinkan untuk menyalip perolehan sembilan angka Thailand dan Vietnam.
Dengan menyisakan satu pertandingan di Grup A melawan Timor Leste, maka poin maksimal Malaysia hanya enam poin.
Sementara di Grup B, Timnas Futsal Indonesia memastikan lolos ke semifinal usai mengalahkan Australia 3-1, Selasa (5/11) siang WIB. Tiga gol Indonesia dalam pertandingan ini dicetak Evan Soumilena dan dua gol Romi Humandri.

Kemenangan ini memperkokoh posisi Indonesia di puncak klasemen Grup B dengan mengemas enam poin dari dua pertandingan yang dijalani.
Dengan mengantongi enam poin memastikan Indonesia lolos ke semifinal Piala AFF Futsal 2024, meskipun masih memiliki satu pertandingan sisa melawan Myanmar di Grup B pada Rabu (6/11).
Sedangkan, kekalahan ini membuat Australia turun ke posisi ketiga klasemen Grup B dengan mengemas satu poin dari dua pertandingan yang dilakoni.
Australia kini wajib memenangkan pertandingan terakhir di Grup B melawan Kamboja untuk menjaga peluang lolos ke semifinal.
Sementara itu pada pertandingan lainnya, Kamboja kalah 4-5 dari Myanmar dalam pertandingan lanjutan Grup B, Selasa (5/11).
Kekalahan ini membuat Kamboja tetap di posisi juru kunci dengan poin nol usai menelan dua kekalahan.
Sedangkan kemenangan atas Kamboja membuat Myanmar berhasil naik ke peringkat kedua Grup B dengan mengemas empat poin dari dua laga yang dijalani.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 19:58 WIB",Kategori tidak ditemukan
Akmal: Indonesia Perlu Anut Paspor Ganda untuk Bantu Atlet Diaspora,"Pengamat sepak bola nasional, Akmal Marhali, menyebut Indonesia perlu menganut sistem paspor ganda untuk membantu atlet diaspora yang ingin membela Timnas Indonesia.
Akmal menyampaikan pendapatnya dalam pemaparan hasil survei lembaga Indikator Politik Indonesia terkait sikap publik terhadap naturalisasi Timnas Indonesia, Selasa (5/11).
""Saya teringat pernyataan Menpora [Dito Ariotedjo] yang ingin naturalisasi atlet di cabang olahraga selain sepak bola. Ini akan menambah pekerjaan Komisi X DPR RI dan lembaga lain. Tapi untuk meringankannya, sudah seharusnya kita tidak lagi menganut satu paspor,"" kata Akmal.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Kebijakan dua paspor bisa mengakomodasi atlet diaspora yang punya potensi untuk membela Indonesia,"" ucap Akmal menambahkan.
Saat ini Indonesia menganut azas kewarganegaraan tunggal. Artinya, siapapun yang ingin mendapatkan status WNI wajib melepaskan kewarganegaraan lama.
Dalam konteks sepak bola, Akmal yang juga koordinator Save Our Soccer itu mencatat ada 108 pesepakbola keturunan asing yang jadi WNI. Sebanyak 15 pemain di antaranya, masih bermain aktif di Timnas Indonesia saat ini.
""Naturalisasi bukan hal yang pertama kali di Indonesia. Ketika di Piala Dunia 1938, ada pemain-pemain keturunan Belanda dan China yang ikut main,"" ujar dia.
""Tapi bisa bermasalah ke depan, karena ini bisa jadi bom waktu kalau prestasi Timnas Indonesia turun. Ketika itu terjadi, akan banyak orang yang mengkritik proses [naturalisasi] ini,"" ia melanjutkan.

Karenanya, Akmal menganggap naturalisasi merupakan langkah jangka pendek yang bisa dilakukan untuk meningkatkan pencapaian. Ia berharap, PSSI turut fokus dalam persoalan esensial lainnya seperti kompetisi dan pembinaan usia dini.
""Proses naturalisasi ini adalah jangka pendek. Seperti yang dilakukan Jepang yang dulunya bukan tim besar. Mereka revolusi sepak bola pada 1992 di J-League,"" ucapnya.
Menanggapi pendapat Akmal, Anggota Exco PSSI Arya Sinulingga menyatakan naturalisasi pemain bukan satu-satunya fokus PSSI untuk mengembangkan sepak bola Indonesia.
""Ini evaluasi juga untuk kami karena naturalisasi membuahkan pemain yang baik. Survei ini mewakili masyarakat Indonesia dan sangat baik bagi kami. Tapi naturalisasi bukan satu-satunya hal yang dikerjakan PSSI. Bersamaan dengan itu PSSI juga berupaya untuk memperbaiki kompetisi seperti Liga 1, Liga 2 dan sebagainya,"" kata Arya.
""Dalam 1-2 tahun mendatang, kami berencana pakai VAR untuk Liga 2. Ini karena VAR membantu Liga 1 lebih baik. Kita salah satu negara di Asia yang lebih dulu pakai VAR,"" ia menambahkan.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 19:33 WIB",Kategori tidak ditemukan
Prediksi Susunan Pemain Real Madrid vs AC Milan di Liga Champions,"Real Madrid akan menjamu AC Milan dalam lanjutan Liga Champions 2024/2025 di Stadion Santiago Bernabeu, Rabu (6/11). Berikut prediksi susunan pemain kedua tim.
Saat ini Real Madrid berupaya melaju ke papan atas klasemen sementara Liga Champions. El Real berada di peringkat ke-12 dengan torehan dua kemenangan dan satu kali kalah.
Situasi serupa juga diperjuangkan AC Milan. Setelah dua kali kalah, Rossoneri menang kontra Club Brugge pada matchday ketiga. Saat ini tim asuhan Paulo Fonseca berada di posisi ke-25.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Posisi penjaga gawang Madrid sepertinya masih diisi Andry Lunin karena Courtois masih cedera. Dampak absennya Courtois terasa, saat dibantai Barcelona.
Adapun Rodygo sudah pulih dari cedera. Meski belum tentu jadi pilihan utama, ada kans pemain asal Brasil ini kembali tampil. Ini akan menjadi tambahan daya dobrak bagi Madrid.
Pada saat yang sama Milan bisa datang dengan komposisi terbaik. Hanya saja Rafael Leao sedang krisis. Ia baru mencetak satu gol dalam pertandingan domestik di Italia.
Apakah Milan akan jadi korban kebangkitan Madrid. Ini yang perlu diwaspadai Fonseca. Saat ini tuan rumah dalam kondisi menggebu-gebu mencari pelipur lara.
Real Madrid (4-3-1-2): Andriy Lunin (PG); Lucas Pazquez, Eder Militao, Antonio Rudiger, Ferland Mendy; Federico Valverde, Luka Modric, Eduardo Camavinga; Jude Bellingham; Kylian Mbappe, Vinicius Junior.
AC Milan (4-2-3-1): Mike Maignan (PG); Emerson Royal, Malick Thiaw, Fikayo Tomori, Theo Hernandez; Ruben Loftus-Cheek, Youssouf Fofana; Christian Pulisic, Tijjani Reijnders, Rafael Leao; Alvaro Morata.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 19:10 WIB",Kategori tidak ditemukan
"Resmi, Final Martin vs Bagnaia di MotoGP Catalunya","Dorna Sports selaku penyelenggara MotoGP menetapkan MotoGP Catalunya 2024 di Sirkuit Catalunya sebagai seri penutup musim 2024.
MotoGP Catalunya ini merupakan balapan pengganti MotoGP Valencia 2024 di Sirkuit Ricardo Tormo. Akan tetapi, karena bencana banjir bandang, seri Valencia dipindah ke Barcelona.
Meski terjadi perubahan lokasi balapan, akan tetapi Dorna Sports tidak mengubah jadwal pelaksanaan. MotoGP Catalunya tetap berlangsung pada 15-17 November, seperti jadwal semula.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""MotoGP kini dapat mengonfirmasi bahwa penutup tahun 2024 akan diadakan di Barcelona. Kita akan kembali ke Sirkuit Catalunya, tempat juara dunia akan ditentukan, pada tanggal asli penutup musim: 15 hingga 17 November,"" demikian rilis Dorna.
""Grand Prix akan diadakan sebagai bentuk solidaritas dengan Komunitas Valencia.""
Dalam kesempatan itu Dorna juga membeberkan alasan sebenarnya dari pemindahan MotoGP Valencia ke MotoGP Catalunya, yakni banjir dahsyat yang berdampak sangat parah di wilayah tersebut.
""Sebagai ganti balapan di Valencia, MotoGP akan membalap Untuk Valencia. Untuk semua yang terdampak, dan seluruh Komunitas Valencia.""
Menurut Dorna, pemindahan ke Catalunya jadi pilihan terbaik. Sirkuit Catalunya jadi pilihan termuda untuk penggmar menyaksikan balapan pemungkas musim ini.
""Lokasi dan sirkuit juga merupakan pilihan yang paling efisien, menyediakan alternatif yang hampir mulus untuk personel dan logistik.""
MotoGP Catalunya 2024 ini akan jadi final bagi Jorge Martin dan Francesco Bagnaia dalam memerebutkan gelar juara MotoGP 2024.
Saat ini Jorge Martin menempati puncak klasemen MotoGP 2024 dengan mengoleksi 485 poin. Martin unggul 24 poin atas Pecco Bagnaia yang mengemas 461.
Berdasarkan hitung-hitungan di atas kertas, Jorge Martin hanya perlu memenangkan Sprint Race MotoGP Catalunya guna mengunci gelar juara. Dengan menang sprint race, Martin tetap juara musim ini sekalipun Bagnaia menang dalam balapan utama di Catalunya.","Selasa, 05 Nov 2024 18:47 WIB",Kategori tidak ditemukan
FOTO: Indonesia ke Semifinal Piala AFF Futsal 2024,,Tanggal tidak ditemukan,Kategori tidak ditemukan
Jadwal Siaran Langsung Real Madrid vs AC Milan di Liga Champions,"Real Madrid akan menjamu AC Milan pada lanjutan Liga Champions 2024/2025. Berikut jadwal siaran langsung Real Madrid vs AC Milan.
Duel akbar bakal tersaji pada matchday keempat babak penyisihan Liga Champions 2024/2025. Real Madrid vs AC Milan adalah salah satunya.
Jadwal siaran langsung Real Madrid vs AC Milan bisa disaksikan di SCTV pada Rabu (6/11) pukul 03.00 dini hari WIB. Penonton juga bisa menyaksikan live streaming Real Madrid vs AC Milan di Vidio.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pertandingan Real Madrid vs AC Milan akan bergulir di Stadion Santiago Bernabeu. Real Madrid sedang berupaya melaju ke papan atas klasemen sementara babak penyisihan. Saat ini El Real berada di peringkat ke-12 dengan torehan dua kemenangan dan satu kali kalah.
Situasi serupa juga sedang diperjuangkan AC Milan. Setelah dua kali kalah, Rossoneri menang pada laga terakhir lawan Club Brugge pada matchday ketiga. Saat ini tim asuhan Paulo Fonseca berada di posisi ke-25.
Di satu sisi, Real Madrid akan tanpa diperkuat Dani Carvajal, Thibaut Courtois, Rodrygo, dan David Alaba. Tapi pemain pengganti mereka punya kualitas setara.

Terlebih lini depan tetap diperkuat oleh Vinicius Junior dan Kylian Mbappe. Ini akan mempersulit AC Milan yang sedang kurang konsisten di Liga Champions.
Kedua tim sama-sama ingin berjuang di kasta tertinggi sepak bola Eropa. Sebab seluruh 36 tim wajib bersaing hingga matchday kedelapan pada babak penyisihan atau fase liga. Nantinya, hanya delapan tim teratas yang otomatis lolos ke babak 16 besar.
Sedangkan tim yang finis di urutan kesembilan hingga ke-24 akan bertarung lebih dulu di babak play off fase gugur untuk memperebutkan delapan tiket sisa ke babak 16 besar.
Real Madrid vs AC Milan / Santiago Bernabeu / Rabu, 6 November 2024/ Pukul 03.00 WIB / Siaran Langsung SCTV
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:55 WIB",Kategori tidak ditemukan
Kata-kata Hector Souto Usai Timnas Futsal Indonesia Hajar Australia,"Pelatih Timnas Futsal Indonesia Hector Souto bahagia tim asuhannya melaju ke semifinal Piala AFF Futsal 2024 usai mengalahkan Australia.
Timnas Futsal Indonesia menang atas Australia dengan skor 3-1 di Nakhon Ratchasima, Thailand, Selasa (5/11). Kemenangan ini membuat Indonesia mengumpulkan enam poin dari dua pertandingan.
""Kami sangat senang dengan hasil ini, karena kemenangan ini membawa kami ke semifinal. Australia adalah tim yang sangat kuat, dengan kekuatan fisik yang unggul,"" kata Souto dikutip dari rilis FFI.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Namun pemain kami tampil kolektif dan efektif, mampu menahan gempuran mereka dan tetap bermain dengan disiplin,"" ujar pelatih asal Spanyol ini seusai pertandingan.
Salah satu pemain kunci Indonesia yang tampil impresif dalam laga ini adalah Romi Humandri. Ia menyumbang dua gol untuk kemenangan Indonesia, yakni gol kedua dan ketiga.
Souto pun memuji performa Romi. Ia berharap para pemain tidak cepat puas karena tantangan akan semakin berat. Oleh karena itu kemenangan ini diminta tak dirayakan dengan berlebihan.
""Romi tampil luar biasa dengan dua gol penting. Kini, kami akan fokus pada pertandingan semifinal dan siap menghadapi tantangan selanjutnya,"" ujar Souto menjelaskan.


Indonesia memulai pertandingan dengan tempo cepat dan mendominasi sejak awal. Gol pertama tercipta pada menit ketujuh, melalui tendangan Evan Soumalina memanfaatkan kelengahan lawan.
Pada menit ke-20, Romi Humandri menggandakan keunggulan Indonesia menjadi 2-0. Australia lantas memperkecil ketertinggalan menjadi 1-2 sebelum babak pertama berakhir.
Pada babak kedua Australia berusaha keras mengejar. Dalam tekanan lawan, Indonesia menunjukkan pertahanan yang solid dan ketenangan dalam membendung serangan.
Romi akhirnya jadi pahlawan dengan mencetak gol ketiga pada menit ke-35. Gol ini memastikan kemenangan 3-1 Indonesia atas Australia dan memastikan langkah ke semifinal.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:38 WIB",Kategori tidak ditemukan
"Hasil Piala AFF Futsal: Vietnam Menggila, Bantai Brunei 14-0","Timnas Futsal Vietnam menang telak 14-0 atas Brunei Darussalam pada pertandingan ketiga Grup A Piala AFF Futsal 2024 di Terminal Hall, Nakhon Ratchasima, Selasa (5/11).
Vietnam tampil dengan menguasai pertandingan sejak menit pertama. Brunei terpaksa bermain bertahan demi menahan gempuran tak henti-henti dari anak asuh Diego Raul Giustozzi.
Di lima menit babak pertama berjalan, Tran Nhat Trung dan kawan-kawan sukses unggul 2-0 atas Brunei. Setelahnya, Vietnam terlihat sangat menguasai pertandingan dengan bermain penuh di area pertahanan Brunei.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Vietnam berhasil menggandakan keunggulan menjadi 3-0 di menit ke-11. Sepakan keras Chau Doan Phat dari luar kotak penalti tak mampu dihalau oleh kiper dan memaksa Brunei harus tertinggal lebih jauh.
Meski unggul, di lima menit terakhir babak pertama, Diego Giuztozzi memberikan arahan untuk Vietnam bermain power play. Namun, Brunei berhasil menampilkan pertahanan yang kokoh kala digempur Vietnam, sehingga keunggulan Vietnam tidak bertambah.
Brunei sempat mendapat peluang lewat second penalti saat Vietnam sudah melakukan pelanggaran sebanyak enam kali. Namun, eksekusi dari Brunei gagal berbuah gol. Skor 3-0 bertahan sampai babak pertama usai.
Di awal babak kedua saat pertandingan baru berjalan satu menit, Vietnam memperlebar keunggulan jadi 4-0. Sontekan keras Tran Nhat Trung ke sisi kiri Bawah gawang tak mampu dihalau oleh kiper Brunei.
Dua menit berselang, Vietnam berhasil menambah gol menjadi 5-0. Nguyen Manh Dung yang berlari lalu menerima umpan di sisi kiri pertahanan Brunei sukses mengarahkan bole ke sudut kanan atas gawang.
Vietnam Kembali menambah pesta golnya setelah kapten Pham Duc Hoa sukses menyambut bola rebound dengan keras melewati kolong kaki penjaga gawang Brunei, skor bertambah jadi 6-0.
Tak bertahan lama, skor Vietnam Kembali bertambah jadi 7-0. Kali ini lewat aksi individu Tran Thai Huy yang melewati pemain belakang Brunei lalu melesakkan sepakan keras terarah yang tak mampu dibendung oleh kiper.



Di 10 menit Waktu babak kedua berjalan, Vietnam Kembali mencetak gol yang merubah skor jadi 8-0. Aksi gemilang dari pivot Nguyen Thinh Phat sukses mengelabui anchor dan kiper Brunei.
Tujuh menit jelang babak kedua berakhir, Brunei terpaksa Kembali memungut bola dari gawangnya setelah aksi ciamik dari Tu Minh Quang sukses memperlebar kemenangan Vietnam jadi 9-0.
Gol lagi-lagi tercipta untuk Vietnam. Sepakan keras melengkung dari Jarak jauh membuat Vietnam unggul 10-0 di sisa-sisa Waktu babak kedua berakhir.
Brunei makin merana Ketika gol ke-11 Kembali bersarang di gawangnya. Kali ini melalui sepakan bola mati H Min Woe yang sukses merobek jala gawang Brunei, skor berubah jadi 11-0.
H Min Woe Kembali mencatatkan Namanya di papan skor yang membuat skor Vietnam genap satu lusin tanpa balas, alias 12-0. Pada dua menit terakhir permainan Vietnam berhasil menambah dua gol untuk memastikan kemenangan 14-0 atas Brunei.
Kemenangan ini sementara membawa Vietnam naik dari peringkat kedua ke posisi puncak Grup A dengan sembilan poin dari tiga pertandingan yang dijalani.


[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:20 WIB",Kategori tidak ditemukan
